subj_idx,RC,rt,MC,LT,JP,AD,Volume,response
13,B,1.89615118829533,1,W,L,80,90,1
13,B,1.15376678784924,4,Y,R,34,33,0
13,B,0.889465492893578,2,W,L,34,67,1
13,B,1.13660036655347,5,W,L,80,10,0
13,B,1.14346302917329,1,Y,R,80,90,1
13,B,0.859144908812596,5,Y,R,80,10,0
13,B,0.911373373794049,2,Y,L,34,33,0
13,B,1.15415497401045,2,Y,L,34,33,0
13,B,1.09774028783431,2,Y,L,34,33,0
13,B,0.910675720338986,2,W,R,34,33,0
13,B,0.893088363427523,5,Y,R,80,10,0
13,B,0.647115344168924,4,W,L,34,33,0
13,B,0.61935312321657,5,Y,R,80,10,0
13,B,0.619718474898036,4,Y,R,34,33,0
13,B,0.919558032628629,2,W,R,34,33,0
13,B,0.543548057567023,4,Y,R,34,33,0
13,B,0.535721539523365,4,Y,R,34,33,0
13,B,0.488606495808199,5,Y,R,80,10,0
13,B,1.07702220352621,2,W,R,34,33,0
13,B,0.645069855481779,4,W,L,34,33,0
