subj_idx,RC,rt,MC,LT,JP,AD,Volume,response
9,R,0.385933058919363,2,Y,R,34,67,1
9,R,0.690897755611331,2,W,L,34,67,1
9,R,0.520332301775852,5,Y,L,80,90,1
9,R,0.502999128684678,1,W,L,80,90,1
9,R,0.356962112790825,5,W,R,80,90,1
9,R,0.396356398161515,4,W,R,34,67,1
9,R,0.455254334044184,5,Y,L,80,90,1
9,R,0.469336898716392,4,Y,L,34,67,1
9,R,0.41075113421266,4,Y,L,34,67,1
9,R,0.558779557130947,1,Y,R,80,90,1
9,R,0.555624492984862,4,W,R,34,67,1
9,R,0.485348676502326,4,Y,L,34,67,1
9,R,0.437331370369975,1,W,L,80,90,1
9,R,0.521405522338682,1,W,L,80,90,1
9,R,0.469727188054094,1,W,L,80,90,1
9,R,0.460398401586644,5,W,R,80,90,1
9,R,0.469251269416418,4,W,R,34,67,1
9,R,0.67539795090579,2,W,L,34,67,1
9,R,0.524559685124586,1,W,L,80,90,1
9,R,0.54147402577928,4,Y,L,34,67,1
9,R,0.537770333203298,4,Y,L,34,67,1
9,R,0.623367785356095,2,Y,R,34,67,1
9,R,0.402730823543607,2,Y,R,34,67,1
9,R,0.535438812607026,4,W,R,34,67,1
10,R,1.17343448607403,2,Y,R,34,67,1
10,R,1.15326112429773,5,Y,L,80,90,1
10,R,0.925710723191969,4,Y,L,34,67,1
10,R,0.727125559594924,4,W,R,34,67,1
10,R,0.562900579875645,1,W,L,80,90,1
10,R,0.689863894480709,4,Y,L,34,67,1
10,R,0.839566745785987,4,W,L,34,33,0
10,R,1.39055583931736,1,W,R,80,10,0
10,R,0.761660307063494,1,Y,L,80,10,0
10,R,3.1455364600547,5,Y,L,80,90,1
10,R,0.4910515878978,5,Y,L,80,90,1
10,R,0.561843884265272,1,Y,R,80,90,1
10,R,0.69051888351396,5,W,L,80,10,0
10,R,1.02936273773389,2,Y,L,34,33,0
10,R,0.55276567617102,4,Y,R,34,33,0
10,R,1.37661058197887,5,W,R,80,90,1
10,R,1.85870294144161,2,W,L,34,67,1
10,R,1.17685905717622,1,Y,L,80,10,0
10,R,1.97029324279652,5,Y,R,80,10,0
10,R,1.63116095303917,4,Y,R,34,33,0
10,R,0.646431511582477,2,W,L,34,67,1
10,R,1.67347114142353,4,Y,R,34,33,0
10,R,0.723328726376849,4,Y,R,34,33,0
10,R,0.880063395727575,5,W,L,80,10,0
10,R,0.740132500075106,5,Y,R,80,10,0
10,R,0.969326683291683,4,W,L,34,33,0
10,R,1.32026079379852,1,Y,L,80,10,0
10,R,1.67165279572146,1,Y,L,80,10,0
10,R,0.737428116455703,1,Y,L,80,10,0
10,R,0.821298861280411,2,Y,L,34,33,0
10,R,0.58586665865414,5,W,L,80,10,0
10,R,0.610536910735391,1,Y,L,80,10,0
10,R,0.443116305621515,4,Y,L,34,67,1
10,R,0.819819727788854,5,Y,R,80,10,0
10,R,1.24272751855278,5,Y,R,80,10,0
10,R,0.710700057086342,1,W,L,80,90,1
10,R,0.769773157467625,1,W,L,80,90,1
10,R,0.96251029053883,2,W,R,34,33,0
10,R,0.703019859988672,4,W,L,34,33,0
10,R,0.57935973319718,5,Y,L,80,90,1
11,R,1.48732145539725,5,W,L,80,10,0
11,R,1.12664243006839,5,W,L,80,10,0
11,R,0.95624192530704,4,W,R,34,67,1
11,R,1.25551362557599,5,Y,R,80,10,0
11,R,0.93624252621521,5,Y,L,80,90,1
11,R,0.796969624132544,1,W,L,80,90,1
11,R,0.659297839738429,2,Y,R,34,67,1
11,R,1.67276868070803,5,W,L,80,10,0
11,R,0.646106420696015,5,Y,L,80,90,1
11,R,0.57869392782959,1,W,L,80,90,1
11,R,0.986658955021994,2,Y,R,34,67,1
11,R,1.20346393053478,5,W,L,80,10,0
11,R,1.19365561998529,4,Y,L,34,67,1
11,R,2.07906378631742,1,W,L,80,90,1
11,R,0.856367514948943,4,W,R,34,67,1
11,R,0.880418231530712,4,W,R,34,67,1
11,R,0.89034311810974,2,W,R,34,33,0
11,R,0.713018958627799,4,W,L,34,33,0
11,R,0.955147372531428,2,Y,R,34,67,1
11,R,0.739501547337568,1,Y,R,80,90,1
11,R,0.897797073581387,1,Y,R,80,90,1
11,R,0.591784093981914,2,W,L,34,67,1
11,R,0.814049214313854,2,W,R,34,33,0
11,R,0.793378301234043,1,Y,L,80,10,0
11,R,0.641453294474559,2,Y,L,34,33,0
11,R,0.686599765645951,2,W,R,34,33,0
11,R,0.662089354926138,5,W,R,80,90,1
